🔵 DB Name (A),🟢 Category (B),🟡 Correct Product Name (C),🟡 Brand (D),🟢 VAT% (E),🟢 Base Unit (F),🟢 Base Cost KES (G),🟢 Base Sell KES (H),🟢 Base Stock (I),🟡 Barcode (J),🟢 L1 Pack Name (K),🟠 L1 Qty in Base (L),🟢 L1 Cost KES (M),🟢 L1 Sell KES (N),🟢 L1 Stock (O),🟢 L2 Pack Name (P),🟠 L2 Qty in L1 (Q),🟢 L2 Cost KES (R),🟢 L2 Sell KES (S),🟢 L2 Stock (T),🟡 Reorder Point (U),🟡 Lead Time Days (V),System Notes (W — do not edit)
SUNLIGHT 6*2KG,Cleaning - Detergent,,,16,Carton,1800,2500,0,,,,,,,Carton,6,1800,2500,0,,,"Name contains ""6*2KG"" — suggests 6 units per pack — pre-filled as L2 qty"
Sunlight Multipurpose Long Bar Soap 900g,Personal Care - Soap,,,16,Carton,1200,1300,0,,,,,,,Carton,,1200,1300,0,,,
SUNLIGHT1KGG  SB3,Cleaning - Detergent,,,16,Carton,2250,1200,0,,,,,,,Carton,,2250,1200,0,,,
SUNLIGT 1KG12PCS,Other - General Merchandise,,,16,Piece,188,250,0,,,,,,,,,,,,,,
SUNLITGH SOUP 700G-STT,Condiments - Soup & Stock,,,16,Carton,1000,1200,0,,,,,,,Carton,,1000,1200,0,,,
SUNRICE 1KG,Staples - Rice,,,16,Kilogram (1kg),194,220,0,,,,,,,,,,,,,,
SUNRICE 5KG STT,Staples - Rice,,,16,Kilogram (5kg),1100,1050,0,,,,,,,Bag,,5500,5500,0,,,
SUNRICE CAKE 6*24P,Staples - Rice,,,16,Carton,2100,2250,0,,Outer,24,350,2250,0,Carton,,2100,2250,0,,,"Name contains ""*24P"" — suggests 24 units per pack — pre-filled as L1 qty"
SUNSEED SUNFLOWER 4*5LTR,Cooking Oil,,,16,Piece,2025,2375,0,,,,,,,Carton,4,8100,9500,0,,,"Name contains ""4*5L"" — suggests 4 units per pack — pre-filled as L2 qty"
SUNSEED SUNFLOWER 6*3LTR,Cooking Oil,,,16,Piece,1200,1500,0,,,,,,,Carton,6,7200,9000,0,,,"Name contains ""6*3L"" — suggests 6 units per pack — pre-filled as L2 qty"
SUNSHINE 10LTR STT,Other - General Merchandise,,,16,Piece,2400,2500,0,,,,,,,,,,,,,,
SUNSHINE 20LTR SB3,Other - General Merchandise,,,16,Jerry Can,4750,5000,0,,,,,,,Jerry Can,,4750,5000,0,,,
SUNSHINE 20LTR STT,Other - General Merchandise,,,16,Piece,4750,5000,0,,,,,,,,,,,,,,
SUNSHINE 3*6LTR STT,Other - General Merchandise,,,16,Piece,617,800,0,,,,,,,Carton,3,3700,4000,0,,,"Name contains ""3*6L"" — suggests 3 units per pack — pre-filled as L2 qty"
SUNTA M SMALL,Other - General Merchandise,,,0,Piece,90,100,40,,,,,,,Carton,,1800,4000,2,,,
Sunveat Digestive Biscuit 800g,Snacks - Biscuits & Cookies,,,16,Piece,322,500,67,,,,,,,Carton,,6000,8000,0,,,
SUNVEAT WAFER 72PCS,Snacks - Wafers,,,16,Carton,150,250,15,,,,,,,Carton,72,150,250,15,,,"Name contains ""72PCS"" — suggests 72 units per pack — pre-filled as L2 qty"
SUNVITA  OIL 5LTR SB3,Cooking Oil,,,16,Carton,5500,7500,0,,,,,,,Carton,,5500,7500,0,,,
SUNVITA 4*5LTR STT,Other - General Merchandise,,,16,Piece,1525,1750,0,,,,,,,Carton,4,6100,7000,0,,,"Name contains ""4*5L"" — suggests 4 units per pack — pre-filled as L2 qty"
SUPER BRIDE SHAMPOO 5L,Personal Care - Hair Care,,,16,Piece,180,180,0,,,,,,,,,,,,,,
SUPER CHEF CHOCO SYRUB 12*220,Snacks - Chocolate,,,16,Piece,260,292,0,,,,,,,Carton,,3120,3500,0,,,
SUPER CHEF STRA SYRUB 12*220,Other - General Merchandise,,,16,Piece,260,292,0,,,,,,,Carton,,3120,3500,0,,,
Super Chef Tomato Ketchup 5L,Tomato Paste & Sauce,,,16,Piece,976,1250,9,,,,,,,Carton,,3904,5000,2.3,,,
SUPER CLEAN 100*100MG,Cleaning - Detergent,,,16,Bag,1200,1250,0,,,,,,,Bag,,1200,1250,0,,,
SUPER CLEAN 5KG STT,Cleaning - Detergent,,,16,Kilogram (5kg),1100,1400,0,,,,,,,Bag,,2200,2400,0,,,
SUPER FRESH 400G,Other - General Merchandise,,,16,Carton,1350,1400,0,,,,,,,Carton,,1350,1400,0,,,
SUPER FRESH 400GM,Other - General Merchandise,,,16,Piece,65,80,0,,,,,,,,,,,,,,
SUPER FRESH OUTS 12*1KG,Staples - Pasta & Noodles,,,16,Piece,275,267,1,,,,,,,Carton,12,3300,3500,0.1,,,"Name contains ""12*1KG"" — suggests 12 units per pack — pre-filled as L2 qty"
Super Fresh Tomato Paste 50g,Tomato Paste & Sauce,,,16,Packet,250,300,0,,Packet,,250,300,0,,,,,,,,
Super Fresh Vegetable Cooking Oil 1L,Cooking Oil,,,16,Carton,5300,5850,0,,,,,,,Carton,,5300,5850,0,,,
SUPER JIUCE 1KG  SB3,Other - General Merchandise,,,16,Carton,2900,3050,0,,,,,,,Carton,,2900,3050,0,,,
SUPER JUCE 30G-STT,Other - General Merchandise,,,16,Piece,225,300,0,,,,,,,Carton,,2250,2450,0,,,
SUPER JUCE 900G,Other - General Merchandise,,,16,Roll Bundle,285,350,0,,Roll Bundle,,285,350,0,,,,,,,,
Super Juice Powder 1Kg,Beverages - Juice & Drinks,,,16,Piece,285,350,0,,,,,,,,,,,,,,
Super Juice Powder 2.5Kg,Beverages - Juice & Drinks,,,16,Piece,608,800,0,,,,,,,Carton,,3650,3800,0,,,
Super Juice Powder 30g,Beverages - Juice & Drinks,,,16,Outer,230,300,0,,Outer,,230,300,0,,,,,,,,
SUPER PARBOILED RICE 25KG,Staples - Rice,,,0,Kilogram (1kg),162,280,266.5,,,,,,,Bag,,4050,7000,10.7,,,
SUPER RICE FIVE STAR SB3,Staples - Rice,,,16,Bag,1530,1800,0,,,,,,,Bag,,1530,1800,0,,,
SUPREMACY PERFUME,Personal Care - Perfume,,,16,Carton,1050,1200,1,,,,,,,Carton,,1050,1200,1,,,
SUPRIME NGANO 12*2KG STT,Staples - Flour & Ugali,,,16,Bale,2120,2600,0,,,,,,,Bale,12,2120,2600,0,,,"Name contains ""12*2KG"" — suggests 12 units per pack — pre-filled as L2 qty"
SUPRIME NGANO 24*1KG SB3,Staples - Flour & Ugali,,,16,Bale,2160,2500,0,,,,,,,Bale,24,2160,2500,0,,,"Name contains ""24*1KG"" — suggests 24 units per pack — pre-filled as L2 qty"
SUPRIME NGANO 24*1KG STT,Staples - Flour & Ugali,,,16,Bale,2140,2450,0,,,,,,,Bale,24,2140,2450,0,,,"Name contains ""24*1KG"" — suggests 24 units per pack — pre-filled as L2 qty"
TAAM TIN GASAC 24*400M,Other - General Merchandise,,,16,Piece,220,175,0,,,,,,,Carton,,5280,4200,0,,,
TAF DISH WASH 500ML,Cleaning - Dishwashing,,,16,Piece,100,150,12,,,,,,,Carton,,1200,1300,1,,,
TAF DISH WASH 5LITR,Cleaning - Dishwashing,,,16,Piece,730,750,0,,,,,,,,,,,,,,
TAF DISHWOSH 750ML,Cleaning - Dishwashing,,,16,Piece,125,1800,7,,Box,,1500,11850,0.6,,,,,,,,
TAFFY JUMBO 58 MAXI 4 STT,Baby Care - Diapers,,,16,Piece,860,4550,0,,,,,,,Carton,,4300,22750,0,,,
TAFFY NO 2 STT,Baby Care - Diapers,,,16,Carton,4300,4400,0,,Packet,,860,4500,0,Carton,,4300,4400,0,,,
TAFFY NO 3  STT,Baby Care - Diapers,,,16,Piece,860,9110,1,,,,,,,Carton,,4300,4500,0.2,,,
TAFFY NO 5  STT,Baby Care - Diapers,,,16,Piece,860,4550,0,,,,,,,Carton,,4300,4400,0,,,
TAFFY NO 6 STT,Baby Care - Diapers,,,16,Piece,950,1250,0,,,,,,,Carton,,4750,5000,0,,,
TAIFA UGALI 24*1KG,Staples - Flour & Ugali,,,0,Piece,77,100,57,,,,,,,Bale,24,1850,2000,2.4,,,"Name contains ""24*1KG"" — suggests 24 units per pack — pre-filled as L2 qty"
TAK BALBALAR,Staples - Pasta & Noodles,,,16,Kilogram (1kg),105,125,0,,,,,,,Carton,,1050,1250,0,,,
TAK M BIG ELBOW,Staples - Pasta & Noodles,,,16,Piece,105,150,0,,,,,,,Carton,,2100,2200,0,,,
TAK M CIDI,Staples - Pasta & Noodles,,,16,Piece,105,150,0,,,,,,,Carton,,2100,2200,0,,,
TAK M FUSULI,Staples - Pasta & Noodles,,,16,Piece,80,100,0,,,,,,,Carton,,1600,1750,0,,,
TAK M SMOLL,Other - General Merchandise,,,16,Piece,105,150,0,,,,,,,Carton,,2100,2200,0,,,
TAK SP SB3,Staples - Pasta & Noodles,,,16,Carton,2100,2200,0,,,,,,,Carton,,2100,2200,0,,,
TAK SP STT,Staples - Pasta & Noodles,,,16,Piece,120,125,1047,,,,,,,Carton,,2400,2500,52.4,,,
TAKNTASH BISCUT 6*24,Snacks - Biscuits & Cookies,,,16,Box,2250,2800,0,,Box,,2250,2800,0,,,,,,,,
TAM TAM 400G STT,Other - General Merchandise,,,16,Piece,88,120,210,,,,,,,Carton,,2100,2300,8.8,,,
TAMAAM JUMBO,Other - General Merchandise,,,16,Piece,200,225,0,,,,,,,Carton,,4000,4500,0,,,
TAMAAM VEGETABLE YUMIS  15*500G,Other - General Merchandise,,,16,Piece,210,220,0,,,,,,,Carton,15,3150,3300,0,,,"Name contains ""15*500G"" — suggests 15 units per pack — pre-filled as L2 qty"
Tamtam Tomato Paste 50g,Tomato Paste & Sauce,,,16,Carton,1030,1100,0,,Outer,,258,300,0,Carton,,1030,1100,0,,,
Tamtam Tomato Paste 5L,Tomato Paste & Sauce,,,16,Piece,190,600,0,,,,,,,Carton,,760,2400,0,,,
Tamu Tomato Paste 5L,Tomato Paste & Sauce,,,16,Piece,200,225,0,,,,,,,Carton,,800,900,0,,,
TANBI CATRIYA 12*1KG,Other - General Merchandise,,,16,Carton,2590,2650,0,,,,,,,Carton,12,2590,2650,0,,,"Name contains ""12*1KG"" — suggests 12 units per pack — pre-filled as L2 qty"
TANBI CATRIYA 24*500G,Other - General Merchandise,,,16,Carton,2590,2650,0,,,,,,,Carton,24,2590,2650,0,,,"Name contains ""24*500G"" — suggests 24 units per pack — pre-filled as L2 qty"
TASTE BISCUIT 8*24P,Snacks - Biscuits & Cookies,,,16,Carton,2300,20000,0,,Outer,24,288,2500,0,Carton,,2300,20000,0,,,"Name contains ""*24P"" — suggests 24 units per pack — pre-filled as L1 qty"
TASTE CAKE STRO 6*24,Snacks - Cakes & Donuts,,,16,Box,2500,3000,0,,Box,,2500,3000,0,,,,,,,,
TAW TAW  24PC,Other - General Merchandise,,,16,Carton,3500,3500,0,,Outer,24,583,583,0,Carton,,3500,3500,0,,,"Name contains ""24PC"" — suggests 24 units per pack — pre-filled as L1 qty"
TAW TAW CAKE DONUT,Snacks - Cakes & Donuts,,,16,Carton,3400,4000,9.8,,Outer,,567,667,59,Carton,,3400,4000,9.8,,,
TAYSTE KETCHUP 400,Condiments - Sauces,,,16,Piece,116,125,2,,Box,,1392,1500,0.2,,,,,,,,
Taystee Tomato Paste 5L,Tomato Paste & Sauce,,,16,Piece,58,67,36,,Box,,696,800,3,Carton,,900,1400,0,,,
Tea Masala Spice,Beverages - Tea,,,0,Piece,158,250,42,,,,,,,,,,,,,,
Teemo Baby Diapers Size 2,Baby Care - Diapers,,,16,Carton,2400,2500,0,,,,,,,Carton,,2400,2500,0,,,
Teemo Baby Diapers Size 3,Baby Care - Diapers,,,16,Piece,600,700,0,,,,,,,Carton,,2400,2500,0,,,
Teemo Baby Diapers Size 4,Baby Care - Diapers,,,16,Piece,600,650,0,,,,,,,Carton,,2400,2500,0,,,
Teemo Baby Diapers Size 5,Baby Care - Diapers,,,16,Piece,600,650,0,,,,,,,Carton,,2400,2500,0,,,
Terra Delyssa Organic Extra Virgin Olive Oil 500ml,Cooking Oil,,,16,Piece,350,500,3,,,,,,,Carton,,4200,6000,0.3,,,
TEST ITEM,Other - General Merchandise,,,16,Each,2,1,79,,,,,,,,,,,,,,
THURAB AL DHAHAB,Other - General Merchandise,,,16,Piece,950,1100,0,,,,,,,,,,,,,,
Tiara Fruit Juice,Beverages - Juice & Drinks,,,16,Piece,417,567,0,,Outer,,110,300,0,Carton,,5000,6800,0,,,
TIK TOK RICE 25KG SB3,Staples - Rice,,,16,Bag,3330,3400,0,,,,,,,Bag,,3330,3400,0,,,
TIK TOK RICE 25KG STT,Staples - Rice,,,16,Kilogram (1kg),135,140,0,,,,,,,Bag,,3370,3500,0,,,
Tilly Pure White Cooking Fat 1Kg,Cooking - Fats & Margarine,,,16,Piece,70,130,0,,,,,,,Carton,,1510,,0,,,
Tilly Pure White Cooking Fat 500G,Cooking - Fats & Margarine,,,16,Kilogram (10kg),1296,1500,0,,,,,,,,,,,,,,
TIMIR DHAMEG 10KG,Other - General Merchandise,,,16,Carton,,1500,0,,,,,,,Carton,,,1500,0,,,
Ting Ting Candy 50 Pieces,Snacks - Candy & Sweets,,,16,Piece,179,192,0,,,,,,,Carton,50,2150,2300,0,,,"Name contains ""50 Pieces"" — suggests 50 units per pack — pre-filled as L2 qty"
TISHU POA 40 STT,Household - Paper Products,,,16,Carton,800,1000,49.8,,Outer,,200,250,199,Carton,,800,1000,49.8,,,
TOILEX TISH 40P STT,Household - Paper Products,,,16,Box,1156,1600,3.5,,Box,,1156,1600,3.5,,,,,,,,
TOILEX TISH OT STT,Household - Paper Products,,,16,Carton,1156,1550,88.5,,Outer,,289,350,354,Carton,,1156,1550,88.5,,,
TONTINY CAKE 6*24,Snacks - Cakes & Donuts,,,16,Box,3200,3800,0,,Box,,3200,3800,0,,,,,,,,
TONY BONY BIG 6*24PC,Other - General Merchandise,,,16,Carton,2500,2750,0,,Outer,24,417,458,0,Carton,,2500,2750,0,,,"Name contains ""24PC"" — suggests 24 units per pack — pre-filled as L1 qty"
TONY BONY CAKE SMOLL,Snacks - Cakes & Donuts,,,16,Carton,1700,1850,0,,Dozen (12),,142,154,0,Carton,,1700,1850,0,,,
Top Fry Vegetable Cooking Oil 2L,Cooking Oil,,,16,Piece,925,967,0,,,,,,,Carton,,6050,6200,0,,,
TOP SOCIETY BABY LINE,Baby Products,,,16,Piece,160,250,0,,,,,,,,,,,,,,
TOSS BAG 5KG,Cleaning - Detergent,,,16,Bag,400,900,0,,,,,,,Bag,,400,900,0,,,
TOSS BLUE 3.5 SB3,Baby Care - Diapers,,,16,Packet,970,1100,1,,Packet,,970,1100,1,,,,,,,,
TOSS BLUE 3.5-STT,Baby Care - Diapers,,,16,Piece,979,1100,11,,,,,,,,,,,,,,
TOSS BLUE 500GR,Baby Care - Diapers,,,16,Carton,1700,1800,0,,,,,,,Carton,,1700,1800,0,,,
TOSS SECHAT 20GR,Cleaning - Detergent,,,16,Carton,800,9000,0,,,,,,,Carton,,800,9000,0,,,
TOSS WHITE 3.5 SB3,Cleaning - Detergent,,,16,Packet,1005,1100,0,,Packet,,1005,1100,0,,,,,,,,
TRANSPORTATION,Other - General Merchandise,,,16,BKT,900,1000,0,,,,,,,,,,,,,,
TRANSPORTATION CHARGES,Other - General Merchandise,,,16,Piece,45,50,0,,,,,,,,,,,,,,
TREAT DAIRY MILK BAR,Dairy - Milk,,,16,Outer,360,450,0,,Outer,,360,450,0,,,,,,,,
TREAT DAIRY MILK CHOCOLATE BAR,Beverages - Soda,,,16,Outer,360,450,0,,Outer,,360,450,0,,,,,,,,
TRESAMME CONDITION,Other - General Merchandise,,,16,Piece,400,650,27,,,,,,,,,,,,,,
TRESemme Shampoo,Personal Care - Hair Care,,,16,Piece,400,600,34,,Box,,2400,3600,5.7,,,,,,,,
TRICHUP OIL,Tomato Paste & Sauce,,,16,Piece,180,450,0,,,,,,,,,,,,,,
Trio4 Vanilla Cream Biscuits 28g,Dairy - Cream & Whipping,,,16,Carton,3960,4200,0,,Outer,,165,4200,0,Carton,,3960,4200,0,,,
Tropical Heat Garam Masala 45G,Condiments - Spices,,,0,Piece,140,200,5,,,,,,,,,,,,,,
Tropical Heat Spices Chicken Masala 100G,Condiments - Spices & Chili,,,0,Piece,90,150,5,,,,,,,,,,,,,,
TROPICAL MINTS 1KG -STT,Snacks - Candy & Sweets,,,16,Piece,366,450,111,,,,,,,Carton,,4388,4500,9.3,,,
TROPICAL MINTS 500GM,Snacks - Candy & Sweets,,,16,Piece,119,150,0,,,,,,,,,,,,,,
TROPICAL MINTS 500GM -STT,Snacks - Candy & Sweets,,,16,Piece,185,300,1,,,,,,,Carton,,2216,2500,0.1,,,
TRUFFES 100PCS,Other - General Merchandise,,,16,Box,550,600,0,,Box,100,550,600,0,,,,,,,,"Name contains ""100PCS"" — suggests 100 units per pack — pre-filled as L1 qty"
TRUFFES 12*100PCS,Other - General Merchandise,,,16,Piece,530,708,0,,,,,,,Carton,100,6360,8500,0,,,"Name contains ""100PCS"" — suggests 100 units per pack — pre-filled as L2 qty"
TRUSSEME SHAMPOO,Personal Care - Hair Care,,,16,Piece,200,350,0,,,,,,,Carton,,1200,1500,0,,,
Tunda Fruit Juice 300ml,Beverages - Juice & Drinks,,,16,Box,300,450,0,,Box,,300,450,0,,,,,,,,
TURAB AL DHAHAB PARAFUM,Other - General Merchandise,,,16,Piece,680,1200,0,,,,,,,,,,,,,,
Turmeric Masala Spice,Condiments - Spices & Chili,,,0,Piece,120,150,43,,,,,,,,,,,,,,
TURNA PAMACE OIL 1LITER,Cooking Oil,,,16,Piece,508,550,101,,,,,,,Carton,,6100,6000,8.4,,,
TURNA POMACE 250G,Other - General Merchandise,,,16,Piece,125,3600,0,,,,,,,Carton,,3000,86400,0,,,
TURNA POMACE 500ML,Other - General Merchandise,,,16,Carton,4100,4200,0,,,,,,,Carton,,4100,4200,0,,,
Turna Sunflower Cooking Oil 3L,Cooking Oil,,,16,Piece,533,1000,0,,,,,,,Carton,,3200,4000,0,,,
TUSMA SUNFLOUR OIL 4*5LT,Staples - Flour & Ugali,,,16,Piece,800,1000,0,,,,,,,Carton,4,3200,4000,0,,,"Name contains ""4*5L"" — suggests 4 units per pack — pre-filled as L2 qty"
TUUN GARLIC 10KG,Other - General Merchandise,,,0,Kilogram (0.5kg),165,250,0,,Half Roll Bundle,,41,100,0,Carton,,3300,3500,0,,,
TUYO CHOCOLATE 12*1KG,Beverages - Soda,,,16,Carton,5477,8000,0,,Outer,12,456,750,0,Carton,,5477,8000,0,,,"Name contains ""12*1KG"" — suggests 12 units per pack — pre-filled as L1 qty"
Tuzo Strawberry Yogurt 200g,Dairy - Yogurt,,,16,Carton,530,550,0,,,,,,,Carton,,530,550,0,,,
Tuzo UHT Whole Milk 1L Long Life,Dairy - Milk,,,16,Carton,770,1000,0,,,,,,,Carton,,770,1000,0,,,
Twisco Drinking Choco Jar 2In1 125G,Snacks - Chocolate,,,16,Piece,112,500,0,,,,,,,Carton,,2700,5000,0,,,
TWIST 6*24,Other - General Merchandise,,,16,Piece,483,550,87,,,,,,,Carton,,2900,3500,14.5,,,
U FRESH 28  SB3,Staples - Flour & Ugali,,,16,Carton,205,250,0,,,,,,,Carton,,205,250,0,,,
U FRESH 28*200ML,Staples - Flour & Ugali,,,16,Carton,250,300,0,,,,,,,Carton,28,250,300,0,,,"Name contains ""28*200ML"" — suggests 28 units per pack — pre-filled as L2 qty"
U FRESH 60,Staples - Flour & Ugali,,,16,Carton,200,250,0,,,,,,,Carton,,200,250,0,,,
U FRESH 60ML-STT,Staples - Flour & Ugali,,,16,Carton,200,250,0,,,,,,,Carton,,200,250,0,,,
UDGON UNSI,Incense & Fragrance,,,16,Piece,400,500,0,,,,,,,,,,,,,,
UFUTA 10LITER STT,Staples - Flour & Ugali,,,16,Piece,2250,4000,0,,,,,,,,,,,,,,
UFUTA 20LITER SB3,Staples - Flour & Ugali,,,16,Piece,4780,4850,0,,,,,,,,,,,,,,
UFUTA 20LTR SB3,Staples - Flour & Ugali,,,16,Jerry Can,4950,5100,2,,,,,,,Jerry Can,,4950,5100,2,,,
UFUTA 20LTR STT,Staples - Flour & Ugali,,,16,Piece,4950,8000,1,,,,,,,,,,,,,,
UGALI  ZEMBE 1KG STT,Staples - Flour & Ugali,,,16,Kilogram (1kg),118,125,0,,,,,,,Carton,,2350,2500,0,,,
UGALI MUSURI 1KG,Staples - Flour & Ugali,,,0,Bag,1200,1050,0,,,,,,,Bag,,1200,1050,0,,,
UGALI PEMBE 12*2KG STT,Staples - Flour & Ugali,,,0,Piece,155,225,161,,,,,,,Bale,12,1860,2700,13.4,,,"Name contains ""12*2KG"" — suggests 12 units per pack — pre-filled as L2 qty"
UGALI PEMBE 1KG STT,Staples - Flour & Ugali,,,16,Piece,78,108,6,,,,,,,Carton,,1880,2600,0.3,,,
UKWAJU 24*300ML,Other - General Merchandise,,,16,Carton,750,850,3,,,,,,,Carton,24,750,850,3,,,"Name contains ""24*300ML"" — suggests 24 units per pack — pre-filled as L2 qty"
UMOJA NGANO 1KG SB3,Staples - Flour & Ugali,,,16,Bale,1460,65,0,,,,,,,Bale,,1460,65,0,,,
UMOJA NGANO 1KG STT,Staples - Flour & Ugali,,,16,Kilogram (1kg),61,62,0,,,,,,,Bale,,1469,1500,0,,,
UMOJA NGANO 2KGSB3,Staples - Flour & Ugali,,,16,Bale,1581,1500,0,,,,,,,Bale,,1581,1500,0,,,
UMOJA NGANO 500G SB3,Staples - Flour & Ugali,,,16,Bale,710,750,0,,,,,,,Bale,,710,750,0,,,
UMOJA NGANO 500G STT,Staples - Flour & Ugali,,,16,Bale,710,780,0,,,,,,,Bale,,710,780,0,,,
UMOJA UGALI 2KG SB3,Staples - Flour & Ugali,,,0,Bale,1385,1500,0,,,,,,,Bale,,1385,1500,0,,,
UMU UDGOON SMALL,Incense & Fragrance,,,16,Piece,250,450,0,,,,,,,,,,,,,,
UMU UDGOON UNSI BIG,Incense & Fragrance,,,16,Piece,500,1000,1,,,,,,,,,,,,,,
Unibis Biscuits 208g,Snacks - Biscuits & Cookies,,,16,Piece,155,500,17,,Outer,,1085,3500,2.4,,,,,,,,
UNIBIS SHORT CAKE,Snacks - Biscuits & Cookies,,,16,Piece,175,350,4,,,,,,,,,,,,,,
UNSI YAMAN SMOLL,Incense & Fragrance,,,16,Piece,70,150,0,,,,,,,,,,,,,,
URBAN BITES 48PCS,Snacks - Chips & Crisps,,,16,Carton,2100,2500,2,,,,,,,Carton,48,2100,2500,2,,,"Name contains ""48PCS"" — suggests 48 units per pack — pre-filled as L2 qty"
Ushindi Barsoap Cream 800G,Dairy - Cream & Whipping,,,16,Piece,135,1500,1,,,,,,,Carton,,1571,2250,22.2,,,
Ushindi Cream Bar Soap 1Kg,Dairy - Cream & Whipping,,,16,Piece,152,158,268,,Box,,1827,1900,22.3,,,,,,,,
V Care Body Lotion 500ml,Personal Care - Skin Care,,,16,Piece,270,500,7,,,,,,,,,,,,,,
VASELIN 100,Personal Care - Skin Care,,,16,Piece,100,200,0,,,,,,,,,,,,,,
VASELIN 100GM-STT,Personal Care - Skin Care,,,16,Carton,5860,5950,0,,Dozen (12),,977,1020,0,Carton,,5860,5950,0,,,
VASELIN 250GR-STT,Personal Care - Skin Care,,,16,Piece,268,300,159,,,,,,,Carton,,6436,6550,6.6,,,
VASELIN 25GM -STT,Personal Care - Skin Care,,,16,Carton,2880,3300,0,,Dozen (12),,240,280,0,Carton,,2880,3300,0,,,
VASELIN 50GM-STT,Personal Care - Skin Care,,,16,Carton,5680,5800,0,,,,,,,Carton,,5680,5800,0,,,
VELVEX TISSU SB3,Other - General Merchandise,,,16,Carton,5352,7500,26,,,,,,,Carton,,5352,7500,26,,,
Velvex Toilet Cleaner Citrus 500Ml,Cleaning - Toilet & Bathroom,,,16,Piece,325,500,0,,,,,,,Carton,,1300,1500,0,,,
Velvex Toilet Tissue 60 Pieces,Cleaning - Toilet & Bathroom,,,16,Piece,90,125,189,,,,,,,Carton,60,5395,7500,3.1,,,"Name contains ""60 Pieces"" — suggests 60 units per pack — pre-filled as L2 qty"
VERA M SMOLL,Other - General Merchandise,,,16,Carton,1100,1200,0,,,,,,,Carton,,1100,1200,0,,,
VGG COCON MILK24*400M,Dairy - Milk,,,16,Piece,149,167,1,,,,,,,Carton,,3575,4000,0,,,
VGG FRESCO CHOLATE SYRUP,Other - General Merchandise,,,16,Piece,337,3500,30,,,,,,,Carton,,4047,42000,2.5,,,
Vim Scouring Powder 1Kg,Cleaning - Dishwashing,,,16,Piece,69,200,0,,,,,,,Carton,,832,1100,0,,,
Vim Scouring Powder 500g,Cleaning - Dishwashing,,,16,Piece,75,100,259,,,,,,,Carton,,1807,2100,10.8,,,
Vimto Fruit Cordial,Cleaning - Dishwashing,,,16,Piece,300,400,241,,,,,,,Carton,,3600,4000,20.1,,,
Vimto Fruit Cordial 710ml,Cleaning - Dishwashing,,,16,Piece,292,308,9,,,,,,,Carton,,3500,3700,0.8,,,
Vimto Fruit Cordial 750ml,Cleaning - Dishwashing,,,16,Piece,300,333,0,,,,,,,Carton,,3600,4000,0,,,
VIP BABY DIABER NO 3,Baby Products,,,16,Piece,975,1125,1,,,,,,,Carton,,3900,4500,0.3,,,
VIRGINIA MAYONES 236ML,Condiments - Mayonnaise,,,16,Piece,118,88,33,,,,,,,Carton,,2833,2100,1.4,,,
VITO 12*500ML,Other - General Merchandise,,,16,Carton,530,600,0,,,,,,,Carton,12,530,600,0,,,"Name contains ""12*500ML"" — suggests 12 units per pack — pre-filled as L2 qty"
Viva Fruit Juice,Beverages - Juice & Drinks,,,16,Box,540,3850,0,,Box,,540,3850,0,,,,,,,,
VOLGA BILAL 25KG SB3,Other - General Merchandise,,,0,Bag,2630,2700,0,,,,,,,Bag,,2630,2700,0,,,
WAFERS XXL,Snacks - Wafers,,,16,Outer,670,750,0,,Outer,,670,750,0,,,,,,,,
WARFOK 250ML,Other - General Merchandise,,,16,Piece,150,200,0,,,,,,,,,,,,,,
WARFOK 500ML,Other - General Merchandise,,,16,Piece,250,350,0,,,,,,,,,,,,,,
WEETA BIX 12*850GSTT,Breakfast - Cereals,,,0,Piece,604,700,51,,,,,,,Carton,12,7250,8500,4.3,,,"Name contains ""12*850G"" — suggests 12 units per pack — pre-filled as L2 qty"
WEETA BIX 24*425G  STT,Breakfast - Cereals,,,0,Piece,352,400,61,,,,,,,Carton,24,8450,9000,2.5,,,"Name contains ""24*425G"" — suggests 24 units per pack — pre-filled as L2 qty"
WEETABIX 48*210G,Breakfast - Cereals,,,16,Piece,175,9000,0,,,,,,,Carton,48,8400,9000,0,,,"Name contains ""48*210G"" — suggests 48 units per pack — pre-filled as L2 qty"
WEETABIX CORNFLAKES 500G,Breakfast - Cereals,,,16,Piece,512,800,0,,,,,,,Carton,,5125,6000,0,,,
WEETABIX CORNFLAKES 750G,Breakfast - Cereals,,,16,Piece,957,5000,0,,,,,,,Carton,,5740,5000,0,,,
Weetabix Wholegrain Cereals 37G,Breakfast - Cereals,,,16,Carton,860,920,0,,,,,,,Carton,,860,920,0,,,
WEETOS 8*420G  STT,Breakfast - Cereals,,,0,Carton,4500,4800,0,,Outer,8,562,600,0,Carton,,4500,4800,0,,,"Name contains ""8*420G"" — suggests 8 units per pack — pre-filled as L1 qty"
WHITE CARE TOOTH,Personal Care - Toothpaste,,,16,Piece,50,100,0,,,,,,,,,,,,,,
White Granulated Sugar 50Kg,Staples - Sugar,,,16,Bag,6000,9000,0,,,,,,,Bag,,6000,9000,0,,,
White Wash Bar Soap 800g,Personal Care - Soap,,,16,Piece,154,200,39,,,,,,,Carton,,1830,2000,4.5,,,
